Respondent ID,Division,Which of the following best describes your position level?,Which generation are you apart of?,Please select the gender in which you identify.,Which duration range best aligns with your tenure at your company?,Which of the following best describes your employment type?,Question - Subquestion,Answer,Total Respondants,Same Answers
1264208927,Port Security & Emergency Operations,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
9351204267,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
1001882880,Infrastructure,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
5559071396,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
3370365802,Port Security & Emergency Operations,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
8646387163,Information Technology,Manager,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
3555213031,Legal,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
7481772195,Information Technology,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
2899153341,Executive,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
4870706994,Commercial,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
5297870739,Commercial,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
9183378071,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
3868607625,Legal,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
6014941727,Commercial,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
6225804357,Rather not say,Manager,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
2014555149,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
2062616124,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
3244391841,People,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
4295285752,Infrastructure,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
1859209548,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
3530464299,Legal,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
2375491161,Information Technology,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
7103482882,Infrastructure,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
4910729713,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
9735550076,People,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 6,120,20
3356802928,Port Operations,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 7,120,9
1905266879,Finance,Staff,Prefer not to answer,Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 7,120,9
6316782091,Finance,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 7,120,9
4625088666,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 7,120,9
7276390477,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 7,120,9
1636734067,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 7,120,9
8008971893,Executive,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 7,120,9
1368436554,Infrastructure,Manager,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 7,120,9
1338692945,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 7,120,9
6904821010,Construction ,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
8035211358,Commercial,Manager,Prefer not to answer,Prefer not to answer,5-10 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
9270992319,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
3968415666,Legal,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
9945822370,Finance,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
7178840935,People,Department Lead,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
2618791107,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
8830958949,Finance,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
5585138853,Executive,Manager,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
8087395217,Infrastructure,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
6206953310,Executive,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
8250575077,Finance,Department Lead,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
5488107363,People,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
7133066581,Information Technology,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
9462494279,Commercial,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
7447366993,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
6080354155,Executive,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
9625886165,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
2254451126,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
7940065082,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
6638341389,Infrastructure,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 13,Answer 8,120,21
1905266879,Finance,Staff,Prefer not to answer,Female,0-2 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
3397360934,Legal,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
5850350235,Infrastructure,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
1587370284,Finance,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
3536054852,Commercial,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
7276390477,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
5297870739,Commercial,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
5177954332,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
3550987529,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
5202048947,People,Staff,Generation X (born between 1965-1980),Prefer not to answer,3-5 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
3184415812,Port Operations,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
9652438783,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
6665212340,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
6776579131,Commercial,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
1338692945,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 14,Answer 1,116,15
3399511781,Infrastructure,Staff,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
5044294817,Legal,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
5081486733,Port Security & Emergency Operations,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
8087395217,Infrastructure,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
1627698070,Port Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
8250575077,Finance,Department Lead,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
2817787256,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
5282809243,Finance,Staff,Generation Z (born 2001 or later),Female,0-2 years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
1264208927,Port Security & Emergency Operations,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
1485638866,Infrastructure,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
5559071396,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 14,Answer 2,116,11
5794920197,Legal,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
3040325972,Finance,Staff,,Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
9489935616,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
1582292985,People,Chief / Executive,Millennial (born between 1981-2000),Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
1636734067,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
4008763646,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
8748263039,Infrastructure,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
9298970467,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
1021794253,Commercial,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
9137601822,Finance,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
1001882880,Infrastructure,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
3933988341,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
6638341389,Infrastructure,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 14,Answer 3,116,13
6904821010,Construction ,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 14,Answer 4,116,14
